Src   Dst   Srvport  Utilized (ns)   Utilization
78    12    NO       0               0.00%
78    97    NO       0               0.00%
78    33    NO       0               0.00%
78    724   YES      0               0.00%
78    725   YES      0               0.00%
78    726   YES      0               0.00%
78    727   YES      0               0.00%
78    728   YES      0               0.00%
78    729   YES      0               0.00%
78    730   YES      0               0.00%
78    731   YES      0               0.00%
79    47    NO       0               0.00%
79    32    NO       0               0.00%
79    732   YES      0               0.00%
79    733   YES      0               0.00%
79    734   YES      0               0.00%
79    735   YES      0               0.00%
79    736   YES      0               0.00%
79    737   YES      0               0.00%
79    738   YES      0               0.00%
79    739   YES      0               0.00%
80    37    NO       0               0.00%
80    90    NO       0               0.00%
80    1     NO       0               0.00%
80    17    NO       0               0.00%
80    43    NO       0               0.00%
80    27    NO       0               0.00%
80    740   YES      0               0.00%
80    741   YES      0               0.00%
80    742   YES      0               0.00%
80    743   YES      0               0.00%
80    744   YES      0               0.00%
80    745   YES      0               0.00%
80    746   YES      0               0.00%
80    747   YES      0               0.00%
82    83    NO       0               0.00%
82    93    NO       0               0.00%
82    65    NO       0               0.00%
82    73    NO       0               0.00%
82    30    NO       0               0.00%
82    756   YES      0               0.00%
82    757   YES      0               0.00%
82    758   YES      0               0.00%
82    759   YES      0               0.00%
82    760   YES      0               0.00%
82    761   YES      0               0.00%
82    762   YES      0               0.00%
82    763   YES      0               0.00%
83    86    NO       0               0.00%
83    7     NO       0               0.00%
83    82    NO       0               0.00%
83    51    NO       0               0.00%
83    33    NO       0               0.00%
83    72    NO       0               0.00%
83    764   YES      0               0.00%
83    765   YES      0               0.00%
83    766   YES      0               0.00%
83    767   YES      0               0.00%
83    768   YES      0               0.00%
83    769   YES      0               0.00%
83    770   YES      0               0.00%
83    771   YES      0               0.00%
85    69    NO       0               0.00%
86    51    NO       0               0.00%
86    788   YES      0               0.00%
86    789   YES      0               0.00%
86    790   YES      0               0.00%
86    791   YES      0               0.00%
86    792   YES      0               0.00%
86    793   YES      0               0.00%
86    794   YES      0               0.00%
86    795   YES      0               0.00%
89    69    NO       0               0.00%
89    63    NO       0               0.00%
89    59    NO       0               0.00%
89    812   YES      0               0.00%
89    813   YES      0               0.00%
89    814   YES      0               0.00%
89    815   YES      0               0.00%
89    816   YES      0               0.00%
89    817   YES      0               0.00%
89    818   YES      0               0.00%
89    819   YES      0               0.00%
90    80    NO       0               0.00%
90    99    NO       0               0.00%
90    47    NO       0               0.00%
90    820   YES      0               0.00%
90    821   YES      0               0.00%
90    822   YES      0               0.00%
90    823   YES      0               0.00%
90    824   YES      0               0.00%
90    825   YES      0               0.00%
90    826   YES      0               0.00%
90    827   YES      0               0.00%
91    99    NO       0               0.00%
91    25    NO       0               0.00%
91    828   YES      0               0.00%
91    829   YES      0               0.00%
91    830   YES      0               0.00%
91    831   YES      0               0.00%
91    832   YES      0               0.00%
91    833   YES      0               0.00%
91    834   YES      0               0.00%
91    835   YES      0               0.00%
92    31    NO       0               0.00%
92    95    NO       0               0.00%
92    3     NO       0               0.00%
92    35    NO       0               0.00%
92    73    NO       0               0.00%
92    836   YES      0               0.00%
92    837   YES      0               0.00%
92    838   YES      0               0.00%
92    839   YES      0               0.00%
92    840   YES      0               0.00%
92    841   YES      0               0.00%
92    842   YES      0               0.00%
92    843   YES      0               0.00%
93    51    NO       0               0.00%
93    1     NO       0               0.00%
93    2     NO       0               0.00%
93    54    NO       0               0.00%
93    844   YES      0               0.00%
93    845   YES      0               0.00%
93    846   YES      0               0.00%
93    847   YES      0               0.00%
93    848   YES      0               0.00%
93    849   YES      0               0.00%
93    850   YES      0               0.00%
93    851   YES      0               0.00%
94    32    NO       0               0.00%
94    63    NO       0               0.00%
94    1     NO       0               0.00%
94    852   YES      0               0.00%
94    853   YES      0               0.00%
94    854   YES      0               0.00%
94    855   YES      0               0.00%
94    856   YES      0               0.00%
94    857   YES      0               0.00%
94    858   YES      0               0.00%
94    859   YES      0               0.00%
95    79    NO       0               0.00%
95    21    NO       0               0.00%
95    75    NO       0               0.00%
95    42    NO       0               0.00%
95    860   YES      0               0.00%
95    861   YES      0               0.00%
95    862   YES      0               0.00%
95    863   YES      0               0.00%
95    864   YES      0               0.00%
95    865   YES      0               0.00%
95    866   YES      0               0.00%
95    867   YES      0               0.00%
97    69    NO       0               0.00%
97    33    NO       0               0.00%
97    43    NO       0               0.00%
97    78    NO       0               0.00%
97    36    NO       0               0.00%
97    79    NO       0               0.00%
97    876   YES      0               0.00%
97    877   YES      0               0.00%
97    878   YES      0               0.00%
97    879   YES      0               0.00%
97    880   YES      0               0.00%
97    881   YES      0               0.00%
97    882   YES      0               0.00%
97    883   YES      0               0.00%
98    6     NO       0               0.00%
98    83    NO       0               0.00%
98    78    NO       0               0.00%
98    17    NO       0               0.00%
98    884   YES      0               0.00%
98    885   YES      0               0.00%
98    886   YES      0               0.00%
98    887   YES      0               0.00%
98    888   YES      0               0.00%
98    889   YES      0               0.00%
98    890   YES      0               0.00%
98    891   YES      0               0.00%
99    3     NO       0               0.00%
99    0     NO       0               0.00%
99    17    NO       0               0.00%
99    90    NO       0               0.00%
99    892   YES      0               0.00%
99    893   YES      0               0.00%
99    894   YES      0               0.00%
99    895   YES      0               0.00%
99    896   YES      0               0.00%
99    897   YES      0               0.00%
99    898   YES      0               0.00%
99    899   YES      0               0.00%
100   0     YES      0               0.00%
101   0     YES      0               0.00%
102   0     YES      0               0.00%
103   0     YES      0               0.00%
104   0     YES      0               0.00%
105   0     YES      0               0.00%
106   0     YES      0               0.00%
107   0     YES      0               0.00%
108   1     YES      0               0.00%
109   1     YES      0               0.00%
110   1     YES      0               0.00%
111   1     YES      0               0.00%
112   1     YES      0               0.00%
113   1     YES      0               0.00%
114   1     YES      0               0.00%
115   1     YES      0               0.00%
116   2     YES      0               0.00%
117   2     YES      0               0.00%
118   2     YES      0               0.00%
119   2     YES      0               0.00%
120   2     YES      0               0.00%
121   2     YES      0               0.00%
122   2     YES      0               0.00%
123   2     YES      0               0.00%
124   3     YES      0               0.00%
125   3     YES      0               0.00%
126   3     YES      0               0.00%
127   3     YES      0               0.00%
128   3     YES      0               0.00%
129   3     YES      0               0.00%
130   3     YES      0               0.00%
131   3     YES      0               0.00%
132   4     YES      0               0.00%
133   4     YES      0               0.00%
134   4     YES      0               0.00%
135   4     YES      0               0.00%
136   4     YES      0               0.00%
137   4     YES      0               0.00%
138   4     YES      0               0.00%
139   4     YES      0               0.00%
148   6     YES      0               0.00%
149   6     YES      0               0.00%
150   6     YES      0               0.00%
151   6     YES      0               0.00%
152   6     YES      0               0.00%
153   6     YES      0               0.00%
154   6     YES      0               0.00%
155   6     YES      0               0.00%
156   7     YES      0               0.00%
157   7     YES      0               0.00%
158   7     YES      0               0.00%
159   7     YES      0               0.00%
160   7     YES      0               0.00%
161   7     YES      0               0.00%
162   7     YES      0               0.00%
163   7     YES      0               0.00%
164   8     YES      0               0.00%
165   8     YES      0               0.00%
166   8     YES      0               0.00%
167   8     YES      0               0.00%
168   8     YES      0               0.00%
169   8     YES      0               0.00%
170   8     YES      0               0.00%
171   8     YES      0               0.00%
188   11    YES      0               0.00%
189   11    YES      0               0.00%
190   11    YES      0               0.00%
191   11    YES      0               0.00%
192   11    YES      0               0.00%
193   11    YES      0               0.00%
194   11    YES      0               0.00%
195   11    YES      0               0.00%
196   12    YES      0               0.00%
197   12    YES      0               0.00%
198   12    YES      0               0.00%
199   12    YES      0               0.00%
200   12    YES      0               0.00%
201   12    YES      0               0.00%
202   12    YES      0               0.00%
203   12    YES      0               0.00%
204   13    YES      0               0.00%
205   13    YES      0               0.00%
206   13    YES      0               0.00%
207   13    YES      0               0.00%
208   13    YES      0               0.00%
209   13    YES      0               0.00%
210   13    YES      0               0.00%
211   13    YES      0               0.00%
212   14    YES      0               0.00%
213   14    YES      0               0.00%
214   14    YES      0               0.00%
215   14    YES      0               0.00%
216   14    YES      0               0.00%
217   14    YES      0               0.00%
218   14    YES      0               0.00%
219   14    YES      0               0.00%
220   15    YES      0               0.00%
221   15    YES      0               0.00%
222   15    YES      0               0.00%
223   15    YES      0               0.00%
224   15    YES      0               0.00%
225   15    YES      0               0.00%
226   15    YES      0               0.00%
227   15    YES      0               0.00%
228   16    YES      0               0.00%
229   16    YES      0               0.00%
230   16    YES      0               0.00%
231   16    YES      0               0.00%
232   16    YES      0               0.00%
233   16    YES      0               0.00%
234   16    YES      0               0.00%
235   16    YES      0               0.00%
236   17    YES      0               0.00%
237   17    YES      0               0.00%
238   17    YES      0               0.00%
239   17    YES      0               0.00%
240   17    YES      0               0.00%
241   17    YES      0               0.00%
242   17    YES      0               0.00%
243   17    YES      0               0.00%
252   19    YES      0               0.00%
253   19    YES      0               0.00%
254   19    YES      0               0.00%
255   19    YES      0               0.00%
256   19    YES      0               0.00%
257   19    YES      0               0.00%
258   19    YES      0               0.00%
259   19    YES      0               0.00%
268   21    YES      0               0.00%
269   21    YES      0               0.00%
270   21    YES      0               0.00%
271   21    YES      0               0.00%
272   21    YES      0               0.00%
273   21    YES      0               0.00%
274   21    YES      0               0.00%
275   21    YES      0               0.00%
292   24    YES      0               0.00%
293   24    YES      0               0.00%
294   24    YES      0               0.00%
295   24    YES      0               0.00%
296   24    YES      0               0.00%
297   24    YES      0               0.00%
298   24    YES      0               0.00%
299   24    YES      0               0.00%
300   25    YES      0               0.00%
301   25    YES      0               0.00%
302   25    YES      0               0.00%
303   25    YES      0               0.00%
304   25    YES      0               0.00%
305   25    YES      0               0.00%
306   25    YES      0               0.00%
307   25    YES      0               0.00%
316   27    YES      0               0.00%
317   27    YES      0               0.00%
318   27    YES      0               0.00%
319   27    YES      0               0.00%
320   27    YES      0               0.00%
321   27    YES      0               0.00%
322   27    YES      0               0.00%
323   27    YES      0               0.00%
324   28    YES      0               0.00%
325   28    YES      0               0.00%
326   28    YES      0               0.00%
327   28    YES      0               0.00%
328   28    YES      0               0.00%
329   28    YES      0               0.00%
330   28    YES      0               0.00%
331   28    YES      0               0.00%
332   29    YES      0               0.00%
333   29    YES      0               0.00%
334   29    YES      0               0.00%
335   29    YES      0               0.00%
336   29    YES      0               0.00%
337   29    YES      0               0.00%
338   29    YES      0               0.00%
339   29    YES      0               0.00%
340   30    YES      0               0.00%
341   30    YES      0               0.00%
342   30    YES      0               0.00%
343   30    YES      0               0.00%
344   30    YES      0               0.00%
345   30    YES      0               0.00%
346   30    YES      0               0.00%
347   30    YES      0               0.00%
348   31    YES      0               0.00%
349   31    YES      0               0.00%
350   31    YES      0               0.00%
351   31    YES      0               0.00%
352   31    YES      0               0.00%
353   31    YES      0               0.00%
354   31    YES      0               0.00%
355   31    YES      0               0.00%
356   32    YES      0               0.00%
357   32    YES      0               0.00%
358   32    YES      0               0.00%
359   32    YES      0               0.00%
360   32    YES      0               0.00%
361   32    YES      0               0.00%
362   32    YES      0               0.00%
363   32    YES      0               0.00%
364   33    YES      0               0.00%
365   33    YES      0               0.00%
366   33    YES      0               0.00%
367   33    YES      0               0.00%
368   33    YES      0               0.00%
369   33    YES      0               0.00%
370   33    YES      0               0.00%
371   33    YES      0               0.00%
380   35    YES      0               0.00%
381   35    YES      0               0.00%
382   35    YES      0               0.00%
383   35    YES      0               0.00%
384   35    YES      0               0.00%
385   35    YES      0               0.00%
386   35    YES      0               0.00%
387   35    YES      0               0.00%
388   36    YES      0               0.00%
389   36    YES      0               0.00%
390   36    YES      0               0.00%
391   36    YES      0               0.00%
392   36    YES      0               0.00%
393   36    YES      0               0.00%
394   36    YES      0               0.00%
395   36    YES      0               0.00%
396   37    YES      0               0.00%
397   37    YES      0               0.00%
398   37    YES      0               0.00%
399   37    YES      0               0.00%
400   37    YES      0               0.00%
401   37    YES      0               0.00%
402   37    YES      0               0.00%
403   37    YES      0               0.00%
404   38    YES      0               0.00%
405   38    YES      0               0.00%
406   38    YES      0               0.00%
407   38    YES      0               0.00%
408   38    YES      0               0.00%
409   38    YES      0               0.00%
410   38    YES      0               0.00%
411   38    YES      0               0.00%
412   39    YES      0               0.00%
413   39    YES      0               0.00%
414   39    YES      0               0.00%
415   39    YES      0               0.00%
416   39    YES      0               0.00%
417   39    YES      0               0.00%
418   39    YES      0               0.00%
419   39    YES      0               0.00%
420   40    YES      0               0.00%
421   40    YES      0               0.00%
422   40    YES      0               0.00%
423   40    YES      0               0.00%
424   40    YES      0               0.00%
425   40    YES      0               0.00%
426   40    YES      0               0.00%
427   40    YES      0               0.00%
436   42    YES      0               0.00%
437   42    YES      0               0.00%
438   42    YES      0               0.00%
439   42    YES      0               0.00%
440   42    YES      0               0.00%
441   42    YES      0               0.00%
442   42    YES      0               0.00%
443   42    YES      0               0.00%
444   43    YES      0               0.00%
445   43    YES      0               0.00%
446   43    YES      0               0.00%
447   43    YES      0               0.00%
448   43    YES      0               0.00%
449   43    YES      0               0.00%
450   43    YES      0               0.00%
451   43    YES      0               0.00%
476   47    YES      0               0.00%
477   47    YES      0               0.00%
478   47    YES      0               0.00%
479   47    YES      0               0.00%
480   47    YES      0               0.00%
481   47    YES      0               0.00%
482   47    YES      0               0.00%
483   47    YES      0               0.00%
500   50    YES      0               0.00%
501   50    YES      0               0.00%
502   50    YES      0               0.00%
503   50    YES      0               0.00%
504   50    YES      0               0.00%
505   50    YES      0               0.00%
506   50    YES      0               0.00%
507   50    YES      0               0.00%
508   51    YES      0               0.00%
509   51    YES      0               0.00%
510   51    YES      0               0.00%
511   51    YES      0               0.00%
512   51    YES      0               0.00%
513   51    YES      0               0.00%
514   51    YES      0               0.00%
515   51    YES      0               0.00%
524   53    YES      0               0.00%
525   53    YES      0               0.00%
526   53    YES      0               0.00%
527   53    YES      0               0.00%
528   53    YES      0               0.00%
529   53    YES      0               0.00%
530   53    YES      0               0.00%
531   53    YES      0               0.00%
532   54    YES      0               0.00%
533   54    YES      0               0.00%
534   54    YES      0               0.00%
535   54    YES      0               0.00%
536   54    YES      0               0.00%
537   54    YES      0               0.00%
538   54    YES      0               0.00%
539   54    YES      0               0.00%
548   56    YES      0               0.00%
549   56    YES      0               0.00%
550   56    YES      0               0.00%
551   56    YES      0               0.00%
552   56    YES      0               0.00%
553   56    YES      0               0.00%
554   56    YES      0               0.00%
555   56    YES      0               0.00%
556   57    YES      0               0.00%
557   57    YES      0               0.00%
558   57    YES      0               0.00%
559   57    YES      0               0.00%
560   57    YES      0               0.00%
561   57    YES      0               0.00%
562   57    YES      0               0.00%
563   57    YES      0               0.00%
572   59    YES      0               0.00%
573   59    YES      0               0.00%
574   59    YES      0               0.00%
575   59    YES      0               0.00%
576   59    YES      0               0.00%
577   59    YES      0               0.00%
578   59    YES      0               0.00%
579   59    YES      0               0.00%
596   62    YES      0               0.00%
597   62    YES      0               0.00%
598   62    YES      0               0.00%
599   62    YES      0               0.00%
600   62    YES      0               0.00%
601   62    YES      0               0.00%
602   62    YES      0               0.00%
603   62    YES      0               0.00%
604   63    YES      0               0.00%
605   63    YES      0               0.00%
606   63    YES      0               0.00%
607   63    YES      0               0.00%
608   63    YES      0               0.00%
609   63    YES      0               0.00%
610   63    YES      0               0.00%
611   63    YES      0               0.00%
620   65    YES      0               0.00%
621   65    YES      0               0.00%
622   65    YES      0               0.00%
623   65    YES      0               0.00%
624   65    YES      0               0.00%
625   65    YES      0               0.00%
626   65    YES      0               0.00%
627   65    YES      0               0.00%
628   66    YES      0               0.00%
629   66    YES      0               0.00%
630   66    YES      0               0.00%
631   66    YES      0               0.00%
632   66    YES      0               0.00%
633   66    YES      0               0.00%
634   66    YES      0               0.00%
635   66    YES      0               0.00%
636   67    YES      0               0.00%
637   67    YES      0               0.00%
638   67    YES      0               0.00%
639   67    YES      0               0.00%
640   67    YES      0               0.00%
641   67    YES      0               0.00%
642   67    YES      0               0.00%
643   67    YES      0               0.00%
652   69    YES      0               0.00%
653   69    YES      0               0.00%
654   69    YES      0               0.00%
655   69    YES      0               0.00%
656   69    YES      0               0.00%
657   69    YES      0               0.00%
658   69    YES      0               0.00%
659   69    YES      0               0.00%
660   70    YES      0               0.00%
661   70    YES      0               0.00%
662   70    YES      0               0.00%
663   70    YES      0               0.00%
664   70    YES      0               0.00%
665   70    YES      0               0.00%
666   70    YES      0               0.00%
667   70    YES      0               0.00%
668   71    YES      0               0.00%
669   71    YES      0               0.00%
670   71    YES      0               0.00%
671   71    YES      0               0.00%
672   71    YES      0               0.00%
673   71    YES      0               0.00%
674   71    YES      0               0.00%
675   71    YES      0               0.00%
676   72    YES      0               0.00%
677   72    YES      0               0.00%
678   72    YES      0               0.00%
679   72    YES      0               0.00%
680   72    YES      0               0.00%
681   72    YES      0               0.00%
682   72    YES      0               0.00%
683   72    YES      0               0.00%
684   73    YES      0               0.00%
685   73    YES      0               0.00%
686   73    YES      0               0.00%
687   73    YES      0               0.00%
688   73    YES      0               0.00%
689   73    YES      0               0.00%
690   73    YES      0               0.00%
691   73    YES      0               0.00%
692   74    YES      0               0.00%
693   74    YES      0               0.00%
694   74    YES      0               0.00%
695   74    YES      0               0.00%
696   74    YES      0               0.00%
697   74    YES      0               0.00%
698   74    YES      0               0.00%
699   74    YES      0               0.00%
700   75    YES      0               0.00%
701   75    YES      0               0.00%
702   75    YES      0               0.00%
703   75    YES      0               0.00%
704   75    YES      0               0.00%
705   75    YES      0               0.00%
706   75    YES      0               0.00%
707   75    YES      0               0.00%
724   78    YES      0               0.00%
725   78    YES      0               0.00%
726   78    YES      0               0.00%
727   78    YES      0               0.00%
728   78    YES      0               0.00%
729   78    YES      0               0.00%
730   78    YES      0               0.00%
731   78    YES      0               0.00%
732   79    YES      0               0.00%
733   79    YES      0               0.00%
734   79    YES      0               0.00%
735   79    YES      0               0.00%
736   79    YES      0               0.00%
737   79    YES      0               0.00%
738   79    YES      0               0.00%
739   79    YES      0               0.00%
740   80    YES      0               0.00%
741   80    YES      0               0.00%
742   80    YES      0               0.00%
743   80    YES      0               0.00%
744   80    YES      0               0.00%
745   80    YES      0               0.00%
746   80    YES      0               0.00%
747   80    YES      0               0.00%
756   82    YES      0               0.00%
757   82    YES      0               0.00%
758   82    YES      0               0.00%
759   82    YES      0               0.00%
760   82    YES      0               0.00%
761   82    YES      0               0.00%
762   82    YES      0               0.00%
763   82    YES      0               0.00%
764   83    YES      0               0.00%
765   83    YES      0               0.00%
766   83    YES      0               0.00%
767   83    YES      0               0.00%
768   83    YES      0               0.00%
769   83    YES      0               0.00%
770   83    YES      0               0.00%
771   83    YES      0               0.00%
788   86    YES      0               0.00%
789   86    YES      0               0.00%
790   86    YES      0               0.00%
791   86    YES      0               0.00%
792   86    YES      0               0.00%
793   86    YES      0               0.00%
794   86    YES      0               0.00%
795   86    YES      0               0.00%
812   89    YES      0               0.00%
813   89    YES      0               0.00%
814   89    YES      0               0.00%
815   89    YES      0               0.00%
816   89    YES      0               0.00%
817   89    YES      0               0.00%
818   89    YES      0               0.00%
819   89    YES      0               0.00%
820   90    YES      0               0.00%
821   90    YES      0               0.00%
822   90    YES      0               0.00%
823   90    YES      0               0.00%
824   90    YES      0               0.00%
825   90    YES      0               0.00%
826   90    YES      0               0.00%
827   90    YES      0               0.00%
828   91    YES      0               0.00%
829   91    YES      0               0.00%
830   91    YES      0               0.00%
831   91    YES      0               0.00%
832   91    YES      0               0.00%
833   91    YES      0               0.00%
834   91    YES      0               0.00%
835   91    YES      0               0.00%
836   92    YES      0               0.00%
837   92    YES      0               0.00%
838   92    YES      0               0.00%
839   92    YES      0               0.00%
840   92    YES      0               0.00%
841   92    YES      0               0.00%
842   92    YES      0               0.00%
843   92    YES      0               0.00%
844   93    YES      0               0.00%
845   93    YES      0               0.00%
846   93    YES      0               0.00%
847   93    YES      0               0.00%
848   93    YES      0               0.00%
849   93    YES      0               0.00%
850   93    YES      0               0.00%
851   93    YES      0               0.00%
852   94    YES      0               0.00%
853   94    YES      0               0.00%
854   94    YES      0               0.00%
855   94    YES      0               0.00%
856   94    YES      0               0.00%
857   94    YES      0               0.00%
858   94    YES      0               0.00%
859   94    YES      0               0.00%
860   95    YES      0               0.00%
861   95    YES      0               0.00%
862   95    YES      0               0.00%
863   95    YES      0               0.00%
864   95    YES      0               0.00%
865   95    YES      0               0.00%
866   95    YES      0               0.00%
867   95    YES      0               0.00%
876   97    YES      0               0.00%
877   97    YES      0               0.00%
878   97    YES      0               0.00%
879   97    YES      0               0.00%
880   97    YES      0               0.00%
881   97    YES      0               0.00%
882   97    YES      0               0.00%
883   97    YES      0               0.00%
884   98    YES      0               0.00%
885   98    YES      0               0.00%
886   98    YES      0               0.00%
887   98    YES      0               0.00%
888   98    YES      0               0.00%
889   98    YES      0               0.00%
890   98    YES      0               0.00%
891   98    YES      0               0.00%
892   99    YES      0               0.00%
893   99    YES      0               0.00%
894   99    YES      0               0.00%
895   99    YES      0               0.00%
896   99    YES      0               0.00%
897   99    YES      0               0.00%
898   99    YES      0               0.00%
899   99    YES      0               0.00%
